numero_registro,denominacion,plazas_autorizadas_numero,plazas_descripcion,tipologia,subtipo,sector,municipio_nombre,direccion_via_tipo,direccion_coor_x,direccion_coor_y,codigo_postal,entidad_denominacion,entidad_naturaleza
C3295,"ORPEA MADRID VALDEMARIN, RESIDENCIA DE PERSONAS MAYORES",200,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,433489,4479483,28023,"ECOPLAR, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3305,CENTRO DE DIA  DE SOPORTE SOCIAL GRUPO 5 COLLADO VILLALBA,30,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con enfermedad mental crónica,Collado Villalba,CALLE,414565,4498341,28400,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C3309,CENTRO OCUPACIONAL ASPADIR,120,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Rivas-Vaciamadrid,AVDA,453730,4467782,28529,ASOCIACION DE PADRES Y AMIGOS DE NIÑOS DISCAPACITADOS DE RIVAS-VACIAMADRID -ASPADIR-,PRIVADA SIN ÁNIMO DE LUCRO
C3311,"MONTEHERMOSO - CERCEDILLA, CENTRO DE DIA",31,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Cercedilla,CTRA,unknown,unknown,28479,"MONTE HERMOSO, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3314,"DOCTOR ESPINA, CENTRO DE DIA",31,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,438115,4471059,28019,"RAGA SERVICIOS ASISTENCIALES, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3315,CASA FAMILIAR  SAN FRANCISCO DE ASIS HERMANOS FRANCISCANOS DE CRUZ BLANCA,92,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Torrelodones,CALLE,423504,4492276,28250,CASA DE SAN FRANCISCO DE ASIS INSTITUTO FRANCISCO DE CRUZ BLANCA,PRIVADA SIN ÁNIMO DE LUCRO
C3318,"VITALIA PARLA, RESIDENCIA DE PERSONAS MAYORES",165,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Parla,CALLE,434570,4453641,28980,VITALIA HOME SL,PRIVADA CON ÁNIMO DE LUCRO
C3320,CENTRO DE DIA MUNICIPAL ALZHEIMER ALCOBENDAS,35,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Alcobendas,CALLE,446015,4487865,28100,PATRONATO DE BIENESTAR SOCIAL,PÚBLICA
C3321,"SAN JUAN DE DIOS, RESIDENCIA DE PERSONAS MAYORES",49,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,442095,4478110,28016,ORDEN HOSPITALARIA DE SAN JUAN DE DIOS - COMUNIDAD SAN RICARDO PAMPURI,PRIVADA SIN ÁNIMO DE LUCRO
C3322,"ORPEA SANTO DOMINGO, RESIDENCIA DE PERSONAS MAYORES",157,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Algete,AVDA,450866,4496761,28120,RESIDENCIAL SENIOR 2000 S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C3323,"DOMUSVI QUIJORNA , RESIDENCIAS DE PERSONAS MAYORES",110,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Quijorna,CALLE,410291,4476176,28693,GERIATRICOS DEL PRINCIPADO S.A,PRIVADA CON ÁNIMO DE LUCRO
C3324,"ORPEA SAN FERNANDO, RESIDENCIA PARA PERSONAS MAYORES",140,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,San Fernando de Henares,CALLE,454877,4474340,28830,"EXPLOTACIÓN DE RESIDENCIA DEL REAL SITIO DE SAN FERNANDO, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3325,"PAUTA, CENTRO DE DIA",75,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con discapacidad intelectual,Madrid,CALLE,447438,4475117,28037,ASOCIACIÓN PAUTA (PSICOPEDAGOGÍA PARA AUTISMO Y TRASTORNOS ASOCIADOS),PRIVADA SIN ÁNIMO DE LUCRO
C3332,"ORPEA SAN FERNANDO, CENTRO DE DIA",40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,San Fernando de Henares,CALLE,454877,4474340,28830,"EXPLOTACIÓN DE RESIDENCIA DEL REAL SITIO DE SAN FERNANDO, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3335,"DOMUSVI LEGANES, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD)",180,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Leganés,CALLE,433195,4463482,28914,"GERIATROS, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3339,CENTRO DE DIA GRUPO EXTER,40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con enfermedad mental crónica,Alcalá de Henares,CALLE,469199,4479762,28803,"GRUPO DE EXPERTOS EN TERAPIA Y REHABILITACIÓN, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3340,"MONTSERRAT CABALLE, RESIDENCIA DE PERSONAS MAYORES",136,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,449825,4479474,28042,ASOCIACION EDAD DORADA MENSAJEROS DE LA PAZ,PRIVADA SIN ÁNIMO DE LUCRO
C3341,CENTRO DE DIA MONTSERRAT CABALLE,45,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,449825,4479474,28042,ASOCIACION EDAD DORADA MENSAJEROS DE LA PAZ,PRIVADA SIN ÁNIMO DE LUCRO
C3342,CENTRO DE DIA VALLELUZ,57,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,440112,4470379,28026,"VALLELUZ RESIDENCIA DE DÍA, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3346,CENTRO DE DIA PARA MAYORES GERIACEN,39,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,441425,4481625,28034,"GERIACEN MEDICAL, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3348,FUNDACION DIAGRAMA PISO TUTELADO FUENLABRADA,7,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Adolescencia,Fuenlabrada,CALLE,433330,4459832,28945,FUNDACION DIAGRAMA INTERVENCION PSICOSOCIAL,PRIVADA SIN ÁNIMO DE LUCRO
C3350,"DOMUSVI LEGANES, CENTRO DE DIA (PLAN VELOCIDAD)",40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Leganés,CALLE,433195,4463482,28914,"GERIATROS, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3355,"VALLE DE LA OLIVA, CENTRO DE DIA",30,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Majadahonda,CALLE,426239,4477847,28220,"ALBERTIA SERVICIOS SOCIOSANITARIOS SLU- FUNDACION RAMON REY ARDID, UTE III",PRIVADA CON ÁNIMO DE LUCRO
C3356,"CENTRO DE ATENCION A LA DEPENDENCIA SERGESA BOADILLA, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD)",180,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Boadilla del Monte,CALLE,424031,4473120,28660,"SERGESA BOADILLA, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3358,CENTRO DE DIA DE ATENCION A LA DEPENDENCIA SERGESA BOADILLA (PLAN VELOCIDAD),40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Boadilla del Monte,CALLE,424031,4473120,28660,"SERGESA BOADILLA, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3359,"ASTOR LOS JUNCALES, CENTRO DE ATENCION TEMPRANA",49,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Infancia,Torrejón de Ardoz,CALLE,460845,4479219,28850,ASTOR - ASOCIACIÓN DE PADRES CON HIJOS CON DISCAPACIDAD INTELECTUAL DE TORREJON DE ARDOZ,PRIVADA SIN ÁNIMO DE LUCRO
C3363,CENTRO DE PISOS TUTELADOS PARA PERSONAS MAYORES DE BUITRAGO DE LOZOYA,50,Plazas totales,CENTROS RESIDENCIALES,CENTROS RESIDENCIALES: OTROS,Personas mayores,Buitrago del Lozoya,CALLE,446556,4537278,28730,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C3365,"CASABLANCA RIVAS, RESIDENCIA DE PERSONAS MAYORES",108,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Rivas-Vaciamadrid,CALLE,455494,4465298,28521,CENTRO DE MAYORES RIVAS S. L.,PRIVADA CON ÁNIMO DE LUCRO
C3367,FUNDACION DIAGRAMA PISO TUTELADO LUCERO,7,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Adolescencia,Madrid,PSAJE,436448,4472528,28047,FUNDACION DIAGRAMA INTERVENCION PSICOSOCIAL,PRIVADA SIN ÁNIMO DE LUCRO
C3368,"ROSALBA, RESIDENCIA DE PERSONAS MAYORES",210,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Sevilla la Nueva,CALLE,412448,4466257,28609,ROSALBA GESTIÓN SA,PRIVADA CON ÁNIMO DE LUCRO
C3369,"DOMUSVI TRES CANTOS, RESIDENCIA DE PERSONAS MAYORES",99,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Tres Cantos,RONDA,439396,4494597,28760,"SAR RESIDENCIAL Y ASISTENCIAL, S.A.U.",PRIVADA CON ÁNIMO DE LUCRO
C3371,CENTRO DE DIA PARA  MAYORES SANIVIDA CHAMBERI,140,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,440396,4475678,28010,"SANIVIDA, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3373,"CASA ""MIGUEL FERRER""",15,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Presos y ex reclusos,Madrid,CALLE,437971,4471109,28019,FUNDACIÓN PROLIBERTAS,PRIVADA SIN ÁNIMO DE LUCRO
C3376,"AMAVIR COSLADA, CENTRO DE DIA (PLAN VELOCIDAD)",40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Coslada,AVDA,452943,4474350,28820,"PLANIGER, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3380,"AMAVIR COSLADA, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD)",180,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Coslada,AVDA,452943,4474350,28820,"PLANIGER, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3392,PISO SUPERVISADO I DE LA RESIDENCIA DE PEDREZUELA,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Pedrezuela,PASEO,449222,4510284,28723,ASOCIACION DE FAMILIARES DE ADULTOS CON PROBLEMAS DE PERSONALIDAD (AFAP),PRIVADA SIN ÁNIMO DE LUCRO
C3393,PISO SUPERVISADO II DE LA RESIDENCIA DE PEDREZUELA,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Pedrezuela,PASEO,449207,4510276,28723,ASOCIACION DE FAMILIARES DE ADULTOS CON PROBLEMAS DE PERSONALIDAD (AFAP),PRIVADA SIN ÁNIMO DE LUCRO
C3398,"AMAVIR ALCALA DE HENARES, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD)",180,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Alcalá de Henares,CALLE,468221,4483065,28806,"PLANIGER, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3399,"AMAVIR ALCALA DE HENARES, CENTRO DE DIA (PLAN VELOCIDAD)",40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Alcalá de Henares,CALLE,468221,4483065,28806,"PLANIGER, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3403,"APSA, CENTRO  DE REHABILITACION Y TRATAMIENTOS",45,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE RECUPERACIÓN,Personas con discapacidad intelectual,Arganda del Rey,CALLE,461440,4462397,28500,ASOCIACIÓN A.P.S.A. (ASOCIACIÓN DEFAMILIAS DE PERSONAS CON DISCAPACIDAD INTELECTUAL DE ARGANDA DELREY).,PRIVADA SIN ÁNIMO DE LUCRO
C3404,"APSA, CENTRO DE DIA",60,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con discapacidad intelectual,Arganda del Rey,CALLE,461440,4462397,28500,ASOCIACIÓN A.P.S.A. (ASOCIACIÓN DEFAMILIAS DE PERSONAS CON DISCAPACIDAD INTELECTUAL DE ARGANDA DELREY).,PRIVADA SIN ÁNIMO DE LUCRO
C3405,"APSA, CENTRO DE ATENCION TEMPRANA",90,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Infancia,Arganda del Rey,CALLE,461440,4462397,28500,ASOCIACIÓN A.P.S.A. (ASOCIACIÓN DEFAMILIAS DE PERSONAS CON DISCAPACIDAD INTELECTUAL DE ARGANDA DELREY).,PRIVADA SIN ÁNIMO DE LUCRO
C3406,PISOS DE RIVAS 1C,8,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Adolescencia,Rivas-Vaciamadrid,AVDA,454287,4466801,28522,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C3410,"TRES CANTOS I , PISO TUTELADO",8,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Adolescencia,Tres Cantos,CALLE,unknown,unknown,28760,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C3412,"CIUDAD LINEAL, CENTRO DE DIA",22,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,445004,4475517,28017,ASOCIACION CANDELITA,PRIVADA SIN ÁNIMO DE LUCRO
C3413,CENTRO DE DIA Y SOPORTE SOCIAL VILLAVERDE,42,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con enfermedad mental crónica,Madrid,PLAZA,unknown,unknown,28021,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL,PRIVADA SIN ÁNIMO DE LUCRO
C3414,CENTRO DE DIA CHAMBERÍ INTRESS,30,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,439991,4476608,28003,ASOCIACION INSTITUTO DE TRABAJO SOCIAL Y SERVICIOS SOCIALES (INTRESS),PRIVADA SIN ÁNIMO DE LUCRO
C3419,PAN BENDITO CENTRO DE DIA,80,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Infancia y Adolescencia,Madrid,CALLE,437450,4469640,28025,ASOCIACION PAN BENDITO,PRIVADA SIN ÁNIMO DE LUCRO
C3422,"LAS CELINDAS, RESIDENCIA DE PERSONAS MAYORES",76,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Torrejón de Ardoz,AVDA,460619,4478615,28850,"LAS CELINDAS RESIDENCIA PARA MAYORES, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3431,"RESIDENCIAL ESTREMERA, CENTRO DE DIA (PLAN VELOCIDAD)",20,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Estremera,AVDA,unknown,unknown,28595,"CENTROS RESIDENCIALES ESTREMERA, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3432,"CENTRO DE REHABILITACIÓN LABORAL ""VILLAVERDE""",82,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,440354,4466669,28041,FUNDACION EL BUEN SAMARITANO,PRIVADA SIN ÁNIMO DE LUCRO
C3435,"SANITAS RESIDENCIAL MIRASIERRA, RESIDENCIA DE PERSONAS MAYORES",125,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Madrid,CALLE,440008,4482522,28034,"SANITAS MAYORES, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3436,"SANITAS RESIDENCIAL MIRASIERRA, CENTRO DE DIA",20,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,440008,4482522,28034,"SANITAS MAYORES, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3442,"ORPEA ESTREMERA, RESIDENCIA PARA PERSONAS MAYORES (PLAN VELOCIDAD)",82,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Estremera,AVDA,unknown,unknown,28595,"CENTROS RESIDENCIALES ESTREMERA, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3446,RESIDENCIA PARLA,32,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con enfermedad mental crónica,Parla,CALLE,434472,4452835,28981,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C3448,"APANSA, CENTRO DE ATENCIÓN TEMPRANA Y TRATAMIENTOS",90,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Infancia,Alcorcón,CALLE,unknown,unknown,28924,ASOCIACION DE PADRES Y AMIGOS DE NIÑOS SUBDOTADOS DE ALCORCON (APANSA),PRIVADA SIN ÁNIMO DE LUCRO
C3449,CENTRO DE DIA DE LA LATINA GRUPO 5,30,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,438084,4473397,28011,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C3451,PISO TUTELADO CIUDAD ENCANTADA 1,5,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con discapacidad intelectual,Madrid,CALLE,446811,4472995,28030,FUNDACION ALAS MADRID,PRIVADA SIN ÁNIMO DE LUCRO
C3453,SAN ROQUE RESIDENCIA PERSONAS CON DISCAPACIDAD INTELECTUAL NO GRAVEMENTE AFECTADAS,45,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Berzosa del Lozoya,CMNO,455575,4535906,28194,AYUNTAMIENTO DE BERZOSA DEL LOZOYA,PÚBLICA
C3454,PISO TUTELADO CIUDAD ENCANTADA 3,5,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con discapacidad intelectual,Madrid,CALLE,446811,4472995,28030,FUNDACION ALAS MADRID,PRIVADA SIN ÁNIMO DE LUCRO
C3456,"POLIBEA, CENTRO DE REHABILITACION",60,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE RECUPERACIÓN,Personas con discapacidad física,Madrid,RONDA,445838,4478060,28043,"POLIBEA CONCIERTO, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3457,"CENTRO ALZHEIMER FUNDACIÓN REINA SOFÍA, RESIDENCIA DE PERSONAS MAYORES",156,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,446636,4469104,28031,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C3458,"CENTRO ALZHEIMER FUNDACIÓN REINA SOFÍA, CENTRO DE DÍA",40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,446636,4469104,28031,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C3459,CENTRO DE ATENCION A ENFERMOS MENTALES GRUPO DE EXPERTOS,87,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Móstoles,CALLE,426121,4464742,28933,"GRUPO DE EXPERTOS EN TERAPIA Y REHABILITACIÓN, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3461,CENTRO DE DIA FUNPRODAMI,23,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con discapacidad intelectual,Madrid,CALLE,443521,4470275,28018,"FUNDACIÓN PARA LA PROTECCIÓN DE PERSONAS CON MINUSVALÍA ""FUNPRODAMI""",PRIVADA SIN ÁNIMO DE LUCRO
C3463,"HONTANAR DE JARAMA, RESIDENCIA MUNICIPAL DE PERSONAS MAYORES",127,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Torremocha de Jarama,CALLE,457669,4520848,28189,AYUNTAMIENTO DE TORREMOCHA DEL JARAMA,PÚBLICA
C3464,"HONTANAR DE JARAMA, CENTRO DE DIA DE PERSONAS MAYORES",30,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Torremocha de Jarama,CALLE,457669,4520848,28189,HONTANAR DE JARAMA SL,PRIVADA CON ÁNIMO DE LUCRO
C3466,"DOMUSVI TRES CANTOS, CENTRO DE DIA",60,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Tres Cantos,RONDA,439396,4494597,28760,"SAR RESIDENCIAL Y ASISTENCIAL, S.A.U.",PRIVADA CON ÁNIMO DE LUCRO
C3467,"SAN MARCOS, CENTRO DE DIA",18,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,San Martín de la Vega,CALLE,450728,4450972,28330,"RESIDENCIAS DE MAYORES SAN MARCOS, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3468,"SAN MARCOS, RESIDENCIA DE PERSONAS MAYORES",80,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,San Martín de la Vega,CALLE,450728,4450972,28330,"RESIDENCIAS DE MAYORES SAN MARCOS, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3472,RESIDENCIA PARA PERSONAS CON ENFERMEDAD MENTAL CRÓNICA,43,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con enfermedad mental crónica,Sevilla la Nueva,CALLE,410608,4466556,28609,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C3479,"AMAVIR POZUELO DE ALARCON, CENTRO DE DIA (PLAN VELOCIDAD)",40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Pozuelo de Alarcón,PASEO,431615,4476592,28224,"PLANIGER, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3480,"AMAVIR  POZUELO, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD)",180,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Pozuelo de Alarcón,PASEO,431615,4476592,28224,"PLANIGER, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C3483,CENTRO DE DIA LAS CAMELIAS,75,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Móstoles,AVDA,424887,4464460,28935,"MAYORUS, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3484,"LAS CAMELIAS, RESIDENCIA DE PERSONAS MAYORES",231,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Móstoles,AVDA,424887,4464460,28935,"MAYORUS, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C3486,CENTRO DE ATENCION TEMPRANA ESFERA,20,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Infancia,Leganés,PLAZA,434455,4463732,28911,FUNDACION ESFERA,PRIVADA SIN ÁNIMO DE LUCRO
C3488,"APASCOVI COLMENAREJO, CENTRO OCUPACIONAL",120,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Colmenarejo,CLLJA,413120,4491484,28270,FUNDACION APASCOVI,PRIVADA SIN ÁNIMO DE LUCRO
C3500,PISO SUPERVISADO DE C/ BATALLA DEL SALADO,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,440822,4472433,28045,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL,PRIVADA SIN ÁNIMO DE LUCRO
C3501,"LAS VICTORIAS BEFEKO, CENTRO DE DIA",37,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,unknown,unknown,28039,"SERVICIOS INTEGRALES BEFEKO, S.L.N.E.",PRIVADA CON ÁNIMO DE LUCRO
C3510,(INMIGRACION) PISO TUTELADO PROGRAMA DE ACCESO A LA VIVIENDA PARA INMIGRANTES PUEBLA DE SANABRIA,6,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,(Inmigracion) Otros grupos en situación de necesidad,Madrid,CALLE,439621,4466837,28021,ASOCIACION PROVIVIENDA,PRIVADA SIN ÁNIMO DE LUCRO
